Song,Artist,Lyrics,Year
what you want,mase featuring total, tell me what you want tell me what you want just tell me what you want tell me what you want tell me what you want tell me what you wanttell me what you want for me take a look at what you see let me know if this right here is something you can have for years tell me what you want for me take a look at what you see let me know if this right here is something you can have for yearsnow mase be the man wanna see you doing good i dont wanna get rich leave you in the hood girl in my eyes you the baddest the reason why i love you you dont like me cause my status i dont wanna see you with a carriage living average i wanna do my thing so we be establishedand i dont want you rock in them fabrics girl i will give you karats till you feel you a rabbit anything in your path you want you can have walk through the mall if you like it you can grab total it all up and put it on my tab and then tell your friends all the fun you hadtell me what you want for me take a look at what you see let me know if this right here is something you can have for years tell me what you want for me take a look at what you see let me know if this right here is something you can have for yearshey mama wont you come here to papa you dont like the way your tatas lookin at shada in a 600 aint no smokin cigada come over here i think i see your baby faddah here ya go the number to my casa if you in a rush you call me mananawhatever you need girlfriend i got the whole enchilada just the way you like it mase gonna do you propa girl i can tell you was meant for me i can tell by the way you was sent to me while im on tour trying to make them centuries and they ask who your man you better mention meif you dont you know you got a problem said you want no beef girlfriend dont start none and it just so happens that im seeing cash cause you messed up a lot just trying to be fast and i aint gonna ask who smashed the eclass pull up to the crib with the whole front crashed now you wanna laugh good thing thats the past if you ever lie again girl that will be your lasttell me what you want for me take a look at what you see let me know if this right here is something you can have for years tell me what you want for me take a look at what you see let me know if this right here is something you can have for yearsnow the more you treat me royal i adore you thats why i dont mind doing these things for you you did things for me i wouldnt believe you did thats why i always want to keep you here in a year or two girl i could see you with my kids girl you make a thug want to get a legal gigits only right we spend our lonely nights gettin crazy biz till we awake the kids dont get too loud got respect for you honey to keep it all real you come second to my money and can you be my ghetto love prophecy everybody love you girl not just me and i know that you really care a lot for me wanna to see you happy even if its not with me even if its not with metell me what you want for me take a look at what you see let me know if this right here is something you can have for years tell me what you want for me take a look at what you see let me know if this right here is something you can have for yearstell me what you want for me take a look at what you see let me know if this right here is something you can have for years tell me what you want for me take a look at what you see let me know if this right here is something you can have for yearstell me what you want for me take a look at what you see let me know if this right here is something you can have for years tell me what you want for me take a look at what you see let me know if this right here is something you can have for years ,1998
frozen,madonna, you only see what your eyes want to see how can life be what you want it to be youre frozen when your hearts not openyoure so consumed with how much you get you waste your time with hate and regret youre broken when your hearts not openmm if i could melt your heart mm wed never be apart mm give yourself to me mm you hold the keynow theres no point in placing the blame and you should know i suffer the same if i lose you my heart will be brokenlove is a bird she needs to fly let all the hurt inside of you die youre frozen when your hearts not openmm if i could melt your heart mm wed never be apart mm give yourself to me mm you hold the keyyou only see what your eyes want to see how can life be what you want it to be youre frozen when your hearts not openmm if i could melt your heart mm wed never be apart mm give yourself to me mm you hold the keymm if i could melt your heart mm wed never be apart mm give yourself to me mm you hold the keyif i could melt your heart ,1998
gone till november,wyclef jean, every time i make a run girl you turn around and cry i ask myself why oh why see you must understand i cant work a 9 to 5 so ill be gone til november said ill be gone til november ill be gone til november yo tell my girl yo ill be gone til november ill be gone til november ill be gone til november yo tell my girl yo ill be gone til november january february march april may i see you cryin but girl i cant stay ill be gone til november ill be gone til november and give a kiss to my motherwhen i come back therell be no need to clock ill have enough money to buy out blocks tell my brother go to school in september so he wont mess up in summer school in the summer tell my cousin jerry wear his condom if you dont wear condom youll see a red lump woh oh oh oh you sucker mcs you got no flow i heard your style youre so soevery time i make a run girl you turn around and cry i ask myself why oh why see you must understand i cant work a 9 to 5 so ill be gone til november said ill be gone til november ill be gone til november yo tell my girl yo ill be gone til november ill be gone til november ill be gone til november yo tell my girl yo ill be gone til november january february march april may i see you cryin but girl i cant stay ill be gone til november ill be gone til november and give a kiss to my motheri had to flip nuttin and turn it into somethin hiphop turns to the future rock when i smash a punk commit treason then ill have a reason to hunt you down its only right its rappin season yeah you with the loud voice posin like youre top choice your voice ill make a hearse out of your rolls royce besides i got my girl to remember and ill commit it that ill be back in novemberevery time i make a run girl you turn around and cry i ask myself why oh why see you must understand i cant work a 9 to 5 so ill be gone til november said ill be gone til november ill be gone til november yo tell my girl yo ill be gone til november ill be gone til november ill be gone til november yo tell my girl yo ill be gone til november january february march april may i see you cryin but girl i cant stay ill be gone til november ill be gone til november and give a kiss to my motheri know the hustles hard but we gotta enterprise the carnival ,1998
my body,lsg, bodymy body your body all over your body baby my body your body my body your body all over my body girl my body your body all over my body girlmy body your body all over your body baby my body your body my body your body all over my body my body your body my body your body all over my body girlin the middle of the night when my bodys feenin for you baby gotta call you up and let you know its what im feeling baby nine one one zero zero twentyfour baby its an emergency im calling cause gotta have some more how would you like if i lay you down if i lay you down yeah would you like it if i was to sex you down i cant think about nothing else your senualate me with your love it aint no secret girl your body fits me like a glovemy body all over your body babe baby its your body babe your body all over my body babe yours over mine my body all over your body its your body baby its yours all over over your body babemy body all over your body babe its your body yeah your body all over my body babe i cling to your body baby my body all over your body baby its your body babe oh its your body babe all over my body girlwanna fill you up till your river flows all over me wanna feel your precious treasure wrapped around me oh so tightly in out i wanna hear you shout wont you come on baby let me break you off i guarentee ill turn you outhow would you like if i lay you down would you like it if i was to sex you down baby girl stop fighting you know you want me just like i want you never had a lover that would do the things that body can domy body all over your body babe its your yeah your body all over my body babe said its your body my body all over your body its your body babe its yours body babe all over my body babe my bodymy body all over your body babe said it feels so good your body all over my body babe said it feels so nice so nice my body all over your body its your body babeoh its your body baby if i beg please play onmy my my my my my my my my my my my my my my my my my my body yeah keep on playin on its your body body body body body your sexy body all over my body babe its your body body body body body your fine body all over my bodybaby its your body my body all over your body babe my body all over your body your body all over my body baby could you feel me baby my body all over your body oh yeah its your body babe all over your body give me your body baby my body all over your body all over your body your body all over my body its all i need all i want cant you feel me my body all over your body oh baby its your body baby all over your body oh its your body baby all over your body i feel me your body baby its your body baby ,1998
tubthumping,chumbawamba,well be singing when were winning well be singing i get knocked down but i get up again youre never going to keep me down i get knocked down but i get up again youre never going to keep me down i get knocked down but i get up again youre never going to keep me down i get knocked down but i get up again youre never going to keep me down pissing the night away pissing the night away he drinks a whiskey drink he drinks a vodka drink he drinks a lager drink he drinks a cider drink he sings the songs that remind him of the good times he sings the songs that remind him of the better times oh danny boy danny boy danny boy i get knocked down but i get up again youre never going to keep me down i get knocked down but i get up again youre never going to keep me down i get knocked down but i get up again youre never going to keep me down i get knocked down but i get up again youre never going to keep me down pissing the night away pissing the night away he drinks a whiskey drink he drinks a vodka drink he drinks a lager drink he drinks a cider drink he sings the songs that remind him of the good times he sings the songs that remind him of the better times dont cry for me next door neighbor i get knocked down but i get up again youre never going to keep me down i get knocked down but i get up again youre never going to keep me down i get knocked down but i get up again youre never going to keep me down i get knocked down but i get up again youre never going to keep me down i get knocked down but i get up again   well be singing when were winning youre never going to keep me down   well be singing ,1998
deja vu uptown baby,lord tariq and peter gunz,lord tariq deja vu deja vu uptown baby peter gunz new york to the heart but got love for all lie and die in the fire where i learned to ball uptown is the place where i lay my dome on the streets of the bronx where my family roam hoe damn it we home peter got a nine millimeter playa haters can feel the flame from my heater i never really liked to play a fool like that but i love to succeed and see foes fall flat  splat like deja vu and i got another clip thatll daze yall crew i sip cristal dom p mo with pistal just cause im pissy dont mean you should misdoubt keep em near da fifties and hundreds all arranged anything less than that you keep the change not filthy rich but bitch im barely broke blessed with flows that keep you hooked like dope friends call me gunz sons call me trife cause im quick to slide off and slide this dick up in your wife and thats life you should learn how to treat her i guarantee peter knows how to eat her and beat her niggaz in the bronx call me lex cause i push a lex and i rock a rolex and i lounge on lex and i love sex and i wave techs on sets that be tryin to flex like dex nigga god rest your soul  but when youre playin cards for gunz it aint time to fold ho chorus peter gunz lord tariq two parts peter gunz new york niggaz got crazy game but outta town niggaz is all the same brooklyn niggaz get crazy loot thats because when its beef they aint scared to shoot harlem niggaz know how to play mack the 600 gettin crazy pay niggaz outta queens got shit on lock strapped with the glock runnin up in yo spot lord tariq but if it wasnt for the bronx this rap shit probably never would be going on so tell me where you from pg uptown baby uptown baby pg we gets down baby up for the crown baby repeat 2x lord tariq yo the rm80 is parked in the lot right next to the mercedes keep the heat cocked for these blocks that are shady youre crazy if you walk around thinking shits gravy stop me  maybe im livin life lawless makin big investments on them 8class flawless and hoes call us im comfortable like ricarro two quarters of my life walkin roads type narrow deep thoughts which i abide by puffin high got my minds eye points sharper than an arrow gettin high keep your eye on the sparrow riches like the pharoahe bought a new five with the snitches for these hoes trunk full of ammo keep my toast closer than most niggaz keep they own shadow and i strap for my foes like a saddle i rock stones other niggaz rock gravel talk shit  whatever have you im from soundview bronx most wanted front get confronted playa we rollin deep in the one point five hundreds like big i red eyed mad blunted you step outside and get blooded have your whole block flooded with the bronx its a warnin stormin guns out from dusk til dawn and its on no doubt keep a eye on yo bitch when im roamin about and put a eye on yo lip nigga watch yo mouth im from the bronx wipe yo feet when you step in my house cause youse a smalltime nigga bout a half an ounce now chorus outro lord tariq peter gunz uh peter gunz like what uh the lord tariq is like what uh soundview like what uh oneseventyfourth like what uh money boss like what uh the gun runners like what uh and kns like what uh and uptown like what shaolin play play on strong isle play play on and a mt vern play play on and yonkers play play on and a puttin it down for ny ya know what i mean ny and world wide,1998
i want you back,n sync,n sync debut album i want you back youre all i ever wanted youre all i ever needed yeah so tell me what you do now cause i i i i ii want you back  its hard to say im sorry its hard to make the things i did undone a lesson ive learned too well for sure so dont hang up the phone now im trying to figure out just what to do im going crazy without you  youre all i ever wanted youre all i ever needed yeah so tell me what to do now when i want you back  baby i remember the way you used to look at me and say promises never last forever i told you not to worry i said that everything will be alright i didnt know than that you were right  youre all i ever wanted youre all i ever needed yeah so tell me what to do now when i want you back  i want you back  youre the one i want youre the one i need girl what can i do youre the one i want youre the one i need tell me what can i do  youre all i ever wanted youre the one i want youre all i ever needed youre the one i want so tell me what to do now when i want you back  youre all i ever wanted youre all i ever needed so tell me what to do now when i want you back,1998
when the lights go out,five, yeah i like that you know what i mean youre looking kind of fly tonight girl whats up check itbaby when the lights go out ill show you what its all about comin at you girl youre gonna like this girl here we go check iti aint sorry for the way i feel i know you think im being insincere from the way like im treatin you i never wanted to be so unkind the only one thing on my mind is just kickin it with you girlbaby its not the way i feel you know you must believe me baby its not part of the deal oh no nobaby when the lights go out every single word could not express the love and tenderness ill show you what its all about babe i swear you will succumb to me so baby come to me when the lights go outah yeah check it check it out second verse girli know you think it may be just a lie aint no good in puttin up a fight cause my heart is set on you i see the truth is in your eyes i aint fooled by your thin disguise i can see im gettin through babegirl dont deny the way you feel you know you gotta trust me give me a chance to prove im real oh yeah yeahbaby when the lights go out every single word could not express the love and tenderness ill show you what its all about babe i swear you will succumb to me so baby come to me when the lights go outbaby when the lights go out every single word could not express the love and tenderness ill show you what its all about babe i swear you will succumb to me so baby come to me when the lights go outwhen i flick the switch make your hips wanna dip now i can get you off cause im ready and equipped now swing for me baby give me all that you got never wanna stop cause you make me feel hot i know what you wanna do and that i feel the same way too give you what you want through the days and the nights yeah its about time that we turned out the lightyeah i like that so whats up check itbaby when the lights go out every single word could not express the love and tenderness ill show you what its all about babe i swear you will succumb to me so baby come to me when the lights go outbaby when the lights go out every single word could not express the love and tenderness ill show you what its all about babe i swear you will succumb to me so baby come to me when the lights go outbaby when the lights go out every single word could not express ,1998
they dont know,jon b, heard about past things i used to do the games i used to play the girls that didnt last i know whats on your mind you think im doing wrong can i say what is real you are the only onewhen im not around do you think of me or what the jealous ones are claiming me to be you should know by now that its gonna take a lot of trust from you for us to make it throughyou should know that youre my angel nothings gonna make you fall from heaven girl i just want to love you lovedont listen to what people say they dont know about about you and me put it out your mind cause its jealousy they dont know about this heredont listen to what people say they dont know about about you and me put it out your mind cause its jealousy they dont know about this heregirl lets talk about what your friends told you that im a selfish man want my cake and eat it to maybe in my past but you changed me now now that ive learned to love its you that showed me howyour loves so real id be a fool to play play around on you i want to stay with you you should know by now that its gonna take a lot of trust from you for us to make it throughyou should know that youre my angel nothings gonna make you fall from heaven girl i just want to love you lovedont listen to what people say they dont know about about you and me put it out your mind cause its jealousy they dont know about this here  ,1998
make em say uhh,master p featuring fiend silkk the shocker mia x and mystikal, no limit studios whassup who dis is who dis is nigga this rappin 4tay who is this oh dis p p yeah dis p p yeah well if this p lemme hear ya say uhh unverified this aint no motherfuckin p man hang the phone upuhh na nah na nah make em say uhh uhh na nah na nah na nah na nahnigga im the colonel of the motherfuckin tank yall after big thangs we after big bank 3rd ward hustlas soldiers in combats convicts and dealers and killers with tru tatsnever gave a fuck bout no hoes on our riches and niggaz come short im diggin ditches mp pullin stripes commanderinchief and fools run up wrong nigga im knockin out some teethim down here slangin rollin with these hustlers tryin to get rid of all you haters and you bustas steppin on cold break a niggaz nose in the projects niggaz anything goes breakin fools off cause im a no limit soldier at ease now salute this pass me the dojamake em say uhh uhh na nah na nah na nah na nahmake em say uhh uhh na nah na nah na nah na nahmake em say uhh uhh na nah na nah na nah na nahfiend exercisin this right of exorcism bustin out the expedition bullets choppin haters business to about the size of prisms our mission they heard we scary no limit mercenary no tellin how bad it get because the worstll varyi heard you make em worry that this for the loot they intimidated by the rounds that the tank shoot tank dogs salute every robbery in store cause they know everything fiend knowmean mo money mo little fiend still want the greens the cornbread and the cabbage in your hood remindin you bitches of who the baddest definitely the maddest so the crime gon stick em up my uhh went twice uhh uhh and ended with nine get emmake em say uhh uhh na nah na nah na nah na nahmake em say uhh uhh na nah na nah na nah na nahp gon make ya say uhh ima make you say ow im not eric b but guaranteed to move this motherfuckin crowd i stay on like light switches money cause i like riches hittin nothin but tight bitches call me i might hit yanigga make em say nahnahnah dont trip after i bust yo shit then after that say na nah nah nah i hang with niggaz i do my thang with niggaz uhhthey wanna know if i gangbang cause i hang with a whole gang of niggaz so when we connect bitch better respect this i step quick cause i got a vicious right hand but ya know what my left is quicksilkk you the type of nigga that promotes violence you might be right cause ill step in the club and say somethin to get that motherfucker start to fightin bout itbad as vogues im cold extra see through unverified pg unverified never fuckin knockin niggaz cause i make em all see 3d and pds the game that i spit no limit soldiers got my backi run this motherfucker tru niggaz and i betcha yall niggaz ya say betmake em say uhh uhh na nah na nah na nah na nahmake em say uhh uhh na nah na nah na nah na nahwe capitalize and monopolize on everything we see keep pistols drawed and cocked we got the industry locked we cant be stopped too hot check the spots that we got on billboardthis tank can set up roadblocks we fadin all you hoes want some mo then lets go stretch you out like elastic zip that ass up in plastic have ya folks pickin caskets we drastic our tactics is homegrown in the ghettoso feel the wrath of this sista its like you fightin 10 niggaz forget the baby boys its the biggest mamma mia the unlady like diva lyrical man eater believe her or see her and get that ass embarrassedif youre a decision maker guaranteed youll get carried away so stay in yo place when ya hear mamma speakin cannon spray clear the way when ya see the tank creepinmake em say uhh uhh na nah na nah na nah na nahmake em say uhh uhh na nah na nah na nah na nahhi im that nigga that rap and stickup joe when they wont know how to do it you could be the little bitty skinny motherfucker with the braids in his hair usin limos and choppers tooi done paid my dues but still played the blues nigga play me like you was scared to lose im still a fool you aint heard the news i was a no limit nigga makin major movesi wont stop now bitch i cant stop you cant stop me so bitch dont try we we tru soldiers we dont die we keep rollin na nah nah nah nahall aboard bitch its like a choir inside the group goin hallelujah niggaz goin to war got to fightin and shootin inside rumors bitches be sayin he there we there bewarec there silkk there fiend there mamma there p there aint no salary cap on top of my dollars i roll with nothin but them no limit riders i gets down nigga i hold my tank up high watch how many bitches get wild na nah na nahmake em say uhh uhh na nah na nah na nah na nahmake em say uhh uhh na nah na nah na nah na nahmake em say uhh uhh na nah na nah na nah na nah  ,1998
make it hot,nicole featuring missy elliott and mocha, but uh anyway you could catch me any day sippin hennessey and my peeps get plenty way but anyways to see that i hold this dough cats fake it i made it i told you somocha latte we no play stress free sexy and montego bay you know its a pity that yall look like idiots yo boo let me know when i should rip this catmy man he dont call me anymore we dont even kiss am i his fool what must i do to keep him loving me all this love i give that aint cooli got what you want got what you want i got what you need i got what you need can i get another shot this time im a make it hoti got what you want got what you need baby i got what you need can i get another shot this time im a make it hoti call my man at the crib he turned off his phone said to call him back why silly me why didnt i suspect he was makin love to someone else boy you killin mei got what you want got what you want i got what you need i got what you need  can i get another shot this time im a make it hoti got what you want got what you want i got what you need i got what you need can i get another shot this time im a make it hotoh yeah oh yeah oh yeah oh yeahi got what you want i got what you need can i get another shot this time im a make it hoti got what you want i got what you need can i get another shot this time im a make itim sittin on the side of the curb with a pocket of herb i dont know if yall heard im high as a bird i can fly like kelly i can glide like skates me with no timbaland is like puff with no masewait hold up wait a minute what you say back it up give me space who that nicole ray by the way dj better play all day make the whole world say damn this sucker rayyo yo yo yeah this be the jump thats makin everybody wanna bop their heads haters lovers whatever nicole ray timbaland maagoo aaliyah ginuwine missy playai got what you want i got what you want i got what you need can i get another shot yes you can this time im a make it hot oh reallyi got what you want do you i got what you need i think you do can i get another shot oh yes you can this time im a make it hot really ,1998
never ever,all saints, a few questions that i need to know how you could ever hurt me so i need to know what ive done wrong and how long its been going on was it that i never paid enough attention or did i not give enough affection not only will your answers keep me sane but ill know never to make the same mistake again you can tell me to my face or even on the phone you can write it in a letter either way ive have to know did i never treat you right did i always start the fight either way im going out of my mind all the answers to my questions i have to findmy heads spinning boy im in a daze i feel isolated dont wanna communicate i take a shower i will scour i will roam find peace of mind the happy mind i once owned yeahflexing vocabulary runs right through me the alphabet runs right from a to z conversations hesitations in my mind you got my conscience asking questions that i cant find im not crazy im sure i aint done nothin wrong no im just waiting cos i heard that this feeling wont last that longnever ever have i ever felt so low when you gonna take me out of this black hole never ever have i ever felt so sad the way im feeling yeah you got me feeling really bad never ever have i had to find ive had to dig a way to find my own piece of mind ive never ever had my conscience to fight the way im feeling yeah it just dont feel rightnever ever have i ever felt so low when you gonna take me out of this black hole never ever have i ever felt so sad the way im feeling yeah you got me feeling really bad never ever have i had to find ive had to dig a way to find my own piece of mind ive never ever had my conscience to fight the way im feeling yeah it just dont feel rightill keep searching deep within my soul for all the answers dont wanna hurt no more i need peace got to feel at ease need to be free from pain go insane my heart aches yeahsometimes vocabulary runs through my head the alphabet runs right from a to z conversations hesitations in my mind you got my concience asking questions that i cant find im not crazy im sure i aint done nothing wrong now im just awaiting cos i heard that this feeling wont last that longnever ever have i ever felt so low when you gonna take me out of this black hole never ever have i ever felt so sad the way im feeling yeah you got me feeling really bad never ever have i had to find ive had to dig a way to find my own piece of mind ive never ever had my conscience to fight the way im feeling yeah it just dont feel rightnever ever have i ever felt so low when you gonna take me out of this black hole never ever have i ever felt so sad the way im feeling yeah you got me feeling really bad never ever have i had to find ive had to dig a way to find my own piece of mind ive never ever had my conscience to fight the way im feeling yeah it just dont feel rightnever ever have i ever felt so low when you gonna take me out of this black hole never ever have i ever felt so sad the way im feeling yeah you got me feeling really bad never ever have i had to find ive had to dig a way to find my own piece of mind ive never ever had my conscience to fight the way im feeling yeah it just dont feel rightnever ever have i ever felt so low when you gonna take me out of this black hole never ever have i ever felt so sad the way im feeling yeah you got me feeling really bad never ever have i had to find ive had to dig a way to find my own piece of mind ive never ever had my conscience to fight the way im feeling yeah it just dont feel rightyou can tell me to my face you can tell me on the phone ooh you can write it in a letter babe cos i really need to know you can tell me to my face you can tell me on the phone ooh you can write it in a letter babe cos i really need to knowyou can write it in a letter babe you can write it in a letter babe ,1998
i get lonely,janet jackson featuring blackstreet, i get so lonely cant let just anybody hold me you are the one that lives in me my dear want no one but you i get so lonely cant let just anybody hold me you are the one that lives in me my dear want no one but yousittin here with my tears all alone with my fears im wondering if i have to do withoutcha but theres no reason whyi feel asleep late last night cryin like a newborn child holdin myself close pretendin my arms are yours i want no one but youi get so lonely cant let just anybody hold me you are the one that lives in me my dear want no one but you i get so lonely cant let just anybody hold me you are the one that lives in me my dear want no one but youi still remember to the day in fact is was a 3rd monday you came along to be the one for me and now im so all aloneim sittin here by the phone called that say that your okay so that i have the chance to beg you to stay i want no one but youi get so lonely cant let just anybody hold me you are the one that lives in me my dear want no one but you i get so lonely cant let just anybody hold me you are the one that lives in me my dear want no one but youi get so lonely cant let just anybody hold me you are the one that lives in me my dear want no one but you i get so lonely cant let just anybody hold me you are the one that lives in me my dear want no one butgonna break it down break it down break it down gonna break it down break it down break it down you know that i know that i get so lonely thinking of youi get so lonely cant let just anybody hold me you are the one that lives in me my dear want no one but you i get so lonely cant let just anybody hold me you are the one that lives in me my dear want no one but youi get so lonely cant let just anybody hold me you are the one that lives in me my dear want no one but you i get so lonely cant let just anybody hold me you are the one that lives in me my dear want no one but you ,1998
feel so good,mase featuring kelly price, you ready maseparty people in the place to be its about that time for us toyo what you know about goin out head west red lex tvs all up in the headrest try and live it up ride true a bigger truck peeps all glittered up stick up can they go whatjig wit it cuz ship crisp split it all hos ride get your nut till i cant get it up im a big man give this man room id a hit everything from cancun to grants tombwhy you standin on the wall hand on your balls lighting up drugs always fightin in the club im the reason they made the dress code they figure i wouldnt wild when im in my french clothesdress as i suppose from my neck to my toes neck full of gold baguettes in my rolls wreck shows collect those extra os buy the e get a key to the lex to holdeast west every state come on bury the hate millions the only thing we in a hurry to make are the friend that acts friend in a lex or a benz lets begin bring this bs to an endbad bad bad bad boy you make me feel so good you know you make me feel so good you know you make me feel so goodbad bad bad bad boy i wouldnt change you if i could i wouldnt change you if i could i wouldnt change you if i couldyou cant understand we be waikiki sippin dp to the tv look greedy little kids see me way out in dc with a z3 chrome vbs they wanna be meniggas talkin shit they ought to quit im fortunate they dont see a fourth what i get and those be the same ones walkin while i whip just stylishing cars cuz they all true nigso while you daydream my mercedes gleam and i deal with hos that pose in maybeline one time you had it all i aint mad at yall now give me the catalog ill show you how daddy boughtsix cars and power to fire big stars sit up ceo style smokin on cigars nigga its like yall be talkin funny i dont understand language of people with short moneybad bad bad bad boy you make me feel so good you know you make me feel so good you know you make me feel so goodbad bad bad bad boy i wouldnt change you if i could i wouldnt change you if i could i wouldnt change you if i coulddo mase got the ladies yeah yeah do puff drive mercedes yeah yeah take hits from the 80s yeah yeah but do it sound so crazy yeah yeahwell me personally its nothin personal i do what work for me you do what work for you and i dress with what i was blessed with never been arrested for nothin domesticand i chill the way you met me with a jet ski attached to a se smoke my nestle no mad rapass cat where my check be problem with yall i say it directlywent from hard to sweet starved to eat from no hoes at shows to menage in suites now i be the cat that be hard to meet gettin head from girls that used to hardly speakbad bad bad bad boy you make me feel so good you know you make me feel so good you know you make me feel so goodbad bad bad bad boy i wouldnt change you if i could i wouldnt change you if i could i wouldnt change you if i couldbad bad bad bad boy you make me feel so good you know you make me feel so good you know you make me feel so goodbad bad bad bad boy i wouldnt change you if i could i wouldnt change you if i could i wouldnt change you if i couldbad bad bad bad boy ,1998
say it,voices of theory, you know that i want you babe you know that i need you you know that i love you just say itam i giving enough is it all that should be when water gets rough will you still swim with meso afraid to come close and maybe too slow and maybe too much for you to consumeand i wanna know if i could live inside your world and i wanna know if i could give it to you girlyou know that i wanna say it you know that i need to say it you know that i love to say it our love just goes on and on and onyou know that i wanna say it you know that i need to say it you know that i love to say it my love just goes on and on and oni gave you all that you need theres no better place you can be and i know that in time you will believe in meso please hold out your hand and lets just changes golden band cause i want you in my life i want you to be my wifeand i wanna know if i could live inside your world and i wanna know if i could give it to you girlyou know that i wanna say it you know that i need to say it you know that i love to say it our love just goes on and on and onyou know that i wanna say it you know that i need to say it you know that i love to say it my love just goes on and on and onmy girl so special i want to give it all to you loving you on and on my girl so special i want to give it all to you loving you on and onand i wanna know if i could live inside your world and i wanna know if i could give it to you girlyou know that i wanna say it you know that i need to say it you know that i love to say it our love just goes on and on and onyou know that i wanna say it you know that i need to say it you know that i love to say it my love just goes on and on and on ,1998
kiss the rain,billie myers, hello can you hear me am i getting through to you hello is it late there is there laughter on the lineare you sure youre there alone cause im trying to explain somethings wrong you just dont sound the samewhy dont you why dont you go outside go outsidekiss the rain whenever you need me kiss the rain whenever im gone too longif your lips feel lonely and thirsty kiss the rain and wait for the dawn keep in mindwere under the same sky and the nights as empty for me as for you if you feelyou cant wait till morning kiss the rain kiss the rain kiss the rainhello do you miss me i hear you say you do but not the way im missing youwhats new hows the weather is it stormy where you are you sound so close but it feels like youre so far oh would it mean anythingif you knew what im left imagining in my mind my mind would you go would you gokiss the rainas you fall over me think of me think of me think of me only mekiss the rain whenever you need me kiss the rain whenever im gone too longif your lips feel hungry and tempted kiss the rain and wait for the dawn keep in mindwere under the same sky and the nights as empty for me as for you if you feel you cant wait till morningkiss the rain kiss the rain kiss the rain kiss the rainkiss the rain kiss the rain kiss the rainhello can you hear me can you hear me can you hear me ,1998
hypnotize,the notorious big, uh uh uh cmonhah sicka than your average poppa twist cabbage off instinct niggas dont think shit stink pink gators my detroit players timbs for my hooligans in brooklyn dead right if the head right biggie there erynight poppa been smooth since days of underroos never lose never choose to bruise crews who do something to us talk go through us girls walk to us wanna do us screw us who us yeah poppa and puff hehehe close like starsky and hutch stick the clutch dare i squeeze three at your cherry m3 take that take that take that haha bang every mc easily busily recently niggas frontin aint sayin nuttin nope so i just speak my piece cmon keep my piece cubans with the jesus piece thank you god with my peeps packin askin who want it you got it nigga flaunt it that brooklyn bullshit we on itbiggie biggie biggie cant you see sometimes your words just hypnotize me and i just love your flashy ways guess thats why they broke and youre so paid uhbiggie biggie biggie uhhuh cant you see uh sometimes your words just hypnotize me hypnotize and i just love your flashy ways uhhuh guess thats why they broke and youre so paid hah    memory  byamandah   editor    j cole performed biggies hypnotize at the shaun whites air  style event in los angeles on february 20th 2016 watch him nail every dang lyric    see all   i put hoes in ny onto dkny uhhuh miami dc prefer versace thats right all philly hoes dough and moschino cmon every cutie wit a booty bought a coogi hah now whos the real dookie meanin whos really the shit them niggas ride dicks frank white push the sticks on the lexus lx four and a half bulletproof glass tints if i want some ass gon blast squeeze first ask questions last thats how most of these socalled gangsters pass at last a nigga rappin bout blunts and broads tits and bras menageatois sex in expensive cars i still leave you on the pavement condo paid for no car payment at my arraignment note for the plantiff your daughters tied up in a brooklyn basement shhh face it not guilty thats how i stay filthy not guilty richer than richie till you niggas come and get mebiggie biggie biggie cant you see sometimes your words just hypnotize me and i just love your flashy ways guess thats why they broke and youre so paid uhbiggie biggie biggie uhhuh cant you see huh sometimes your words just hypnotize me hypnotize and i just love your flashy ways uhhuh guess thats why they broke and youre so paid uhi can fill ya wit real millionaire shit i can fill ya escargot my car go one sixty swiftly wreck it buy a new one your crew run run run your crew run run i know you sick of this name brand nigga wit flows girls say hes sweet like licorice so get with this nigga its easy girlfriend heres a pen call me round ten come through have sex on rugs thats persian thats right come up to your job hit you while you workin uh for certain poppa freakin not speakin leave that ass leakin like rapper demo tell them hoe take they clothes off slowly hit em wit the force like obe dick black like toby obe toby watch me roam like gobe lucky they dont owe me where the safe show me homey say what homeybiggie biggie biggie cant you see sometimes your words just hypnotize me and i just love your flashy ways guess thats why they broke and youre so paid uhbiggie biggie biggie uhhuh cant you see uh sometimes your words just hypnotize me hypnotize and i just love your flashy ways uhhuh guess thats why they broke and youre so paid uhbiggie biggie biggie cant you see sometimes your words just hypnotize me and i just love your flashy ways guess thats why they broke and youre so paid uhbiggie biggie biggie uhhuh cant you see uh sometimes your words just hypnotize me hip to and i just love your flashy ways uhhuh guess thats why they broke and youre so paid uhbiggie biggie biggie cant you see sometimes your words just hypnotize me and i just love your flashy ways guess thats why they broke and youre so paid ,1997
